,Index Name,Index - 9,Index - 8,Index - 7,Index - 6,Index - 5,Index - 4,Index - 3,Index - 2,Index - 1,Index - 0,index ecb,index fed,Index + 1
1474,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,12,0.0
1475,VIX Index,0.03065933571568724,0.10305736219983164,0.007751976804318161,0.01405773949023148,0.016986882191728725,0.011166369126123232,-0.16095974358442566,0.025046031926087675,-0.025770932284036263,-0.05592213530670387,1479,"545,665",-0.043894193557225236
1476,CVIX Index,0.04523384182414869,-0.01734863833461331,0.0746435429957657,0.0,-0.04873216121126456,-0.07852133205679834,0.05884050002293373,0.013572077545543237,-0.004914014802428923,0.025533302005164682,1032,168,0.011933315835012781
1477,V2X Index,0.032109637821787995,-0.02882663966093446,-0.06349109709907186,-0.00813727583384205,-0.04665401828373961,0.008501417766420882,-0.017641191696387448,0.04657337143754692,-0.0634630316585203,-0.024049694798826682,963,537,0.016892543702907492
1478,V2X Index,-0.05554799464332527,-0.025589982309083492,-0.008093458545308074,-0.022861542324503326,0.00014682986748359994,0.009763744431155796,0.039074152883964874,-0.014677505024585535,-0.06311412858585363,0.04120610918497558,95,120,-0.015142299205228582
1479,SPX Index,-0.00047306532187096906,-0.004079134739528811,0.00893429519491562,0.005348533148324286,-0.0032355197885935993,-0.0008282469992488828,0.001983661548850435,-0.0004582789284945932,0.0,-0.0010589429458702782,571,497,0.000790584626270352
1480,EURUSD Curncy,0.005582079858761441,-0.0010779735143752744,0.007164637489991313,0.002495544967148114,-0.0037456567470608992,-0.0012516765156737053,0.003572070238638758,-0.0031248630400937394,-0.0008051170090943582,8.948946267549329e-05,1044,682,0.0055327644261327635
1481,V2X Index,0.017411782858964386,-0.0361185366091723,0.035880533926551994,0.05620054161882715,0.027031572673742232,-0.01084908684336483,-0.06366949407591083,0.03166340282650015,0.010906043457568071,-0.04609153386411213,819,29,-0.0024024415291612478
1482,V2X Index,-0.028106338163892186,0.07631781389745784,-0.05537529666720031,0.034038052659320694,0.008337462742643797,0.060330698880911804,-0.05563917890497683,-0.02759215139349802,-0.03963200448562043,0.004875901784165748,1381,262,-0.023269908118939142
1483,EURUSD Curncy,0.007860792863934596,0.002234637801416417,-0.0013401833589559708,0.00823599535832098,0.0022880771690236834,-0.004433286409790904,0.00037019213394295925,-0.009894073645198564,-0.0014214643473773325,-0.0005242071487098765,"256,1218","728,653,80,617",0.011173300598125324
1484,CVIX Index,-0.01244643610087115,-0.006831480051860517,0.015167375640363634,0.015680412895226592,0.04597470677256732,-0.026979084802359665,0.01748653618067042,0.02614479596696162,0.05685132670521753,-0.0473708585833128,512,714,-0.03759328070855483
1485,EURUSD Curncy,-0.0012461060802472224,0.002051583369064136,-0.0005125013839893389,-0.0018325092172270518,-0.0003669051591334016,-0.0011750019711272985,0.0044723121576776825,0.0011697617944477767,0.005973646378932329,0.002176595214678556,"1024,1190,140",428,0.002244182358604463
1486,EURUSD Curncy,-0.003923348928741521,-0.008426696286537583,-0.01784525472868037,-0.0027978568029847772,-0.0074210394082636355,0.006486678209709579,0.0028781475276346558,7.76729193757153e-05,-0.004047013072821154,-0.008694004242563808,346,207,-0.0034673005580216354
1487,EURUSDV1M Curncy,0.0025020863762375,0.006641784482229962,0.019664705773307034,0.057924403919531464,0.001530222180767371,0.01743128637796776,-0.025876634078667582,-0.008517279518879484,-0.0015564205476579218,-0.009193218780964685,683,579,0.028858398478824654
1488,V2X Index,-0.024171435689213983,-0.06588588340549739,0.04894101431492226,-0.006209733345389878,0.020304472594242284,0.01840478298722248,-0.02247080974613036,-0.0387029271944237,-0.028984897866890957,-0.006077581752685912,338,348,0.05877783792456093
1489,SRVIX Index,-0.002419551144090093,-0.0023040087800954012,-0.0018227114834248326,-0.0028012928616458765,0.007775522105006871,-0.00048420289046724463,0.0,0.010958024034184,0.0744073285397322,-0.010505237425702418,107,20,-0.0038271095789239595
1490,SPX Index,0.016421015989455334,0.02832224117975901,0.009684728146494237,-0.008367252239400713,-0.024143677727076707,0.011714574664767774,0.037347060925207565,0.0,0.002530185750124758,-0.020268539969278798,239,454,0.01247093325411619
1491,EURUSD Curncy,-0.00027052617505710086,0.0005409791854953244,0.000810920439085927,0.006642753331345716,0.003037343767982134,0.0016042784189450876,-0.0014258981116579833,-0.0038422063976343013,-0.0008060544075313841,0.0030416913771401516,1216,105,-0.0046557519858011626
1492,CVIX Index,-0.016812067295937094,-0.013523299768174901,0.05401160587330578,0.0033094685495411724,0.0,0.08666713010749572,-0.025415163374945315,-0.0038512101031233925,0.028048163890388,0.020951281037153713,"1452,1465","725,89",-0.0059275216711367484
1493,SRVIX Index,-0.0031460417315738454,-0.0224327530743631,0.005911853743089779,-0.004237566533760173,-0.0009011909203406887,0.00038632413074601857,-0.0006439564907960715,-0.0027091547241377967,-0.001163316876492182,-0.00038807322134992717,"1444,691",325,-0.005578995982082446
1494,V2X Index,-0.01283472777230088,0.06301176940238262,0.020501956755476503,0.02838956181486596,0.060872638305022875,-0.0011312696799805622,-0.06224313381397195,-0.05001662690796449,0.04245087104454459,-0.04750549176483698,1199,12,0.004882993128072499
1495,VIX Index,0.05234277437398882,0.0842721852945214,0.040132101426317845,0.1335313926245223,0.0192874335097466,-0.1849015146326427,0.001602136524277764,-0.2648219245173755,0.024726534468289874,-0.03943783305860116,0,437,0.021641333254981188
1496,SPX Index,-0.003813148752417561,0.003877952793855499,-0.003576385528766046,-0.001153542538344432,0.002772172491395608,-0.005190051744276225,-0.014384523926260329,-0.003310073414007242,-0.005917840093266236,0.0038139634700922187,1712,19,-0.00579641396520536
1497,EURUSD Curncy,0.000627155868784729,0.01299181825712277,-0.007275985958842393,0.00895435744951334,-0.006552755227827084,-0.008923850046845413,-0.0017045713542794133,0.0007180684268691812,-0.002695419421672382,0.001348617871293617,480,234,-0.009206672125903148
1498,V2X Index,-0.07929473573761348,-0.0014133518400707423,-0.09953903773907724,-0.08748619811010228,0.036590845123507965,-0.024827482292456793,0.06274790916350659,-0.0658027379723709,-0.03533858034604087,0.056346460240268126,350,"57,637",-0.045057304615270244
1499,VIX Index,-0.09043079902023132,-0.06018529161893582,-0.05005460482298396,-0.08241064590369307,0.022691411202070633,0.02281467776617152,0.056043897146148325,-0.03251339973595435,0.09786616274833504,-0.010039125028328488,143,566,-0.09396579241833125
1500,SRVIX Index,-0.004237566533760173,-0.0009011909203406887,0.00038632413074601857,-0.0006439564907960715,-0.0027091547241377967,-0.001163316876492182,-0.00038807322134992717,-0.005578995982082446,0.00026017952533941013,0.002468335127864485,1296,325,-0.0029887618895454438
1501,SX5E Index,0.004006502081960406,0.0009136012669603844,0.00027860647291966245,-0.0009934077182407464,-0.0004970741764616093,-0.00439603736448646,0.005348545915897063,0.011378990791618193,0.003081020126552758,0.0033182837300707035,357,"356,456",0.0048516609442632586
1502,MOVE Index,0.005949776924619066,-0.002375372496516981,0.029647824536217726,0.03978963716659312,0.014361945031107659,0.0,-0.04852249401102959,0.02655913100498619,0.0035645484728554777,0.009923684797115584,360,498,0.04368093075075752
1503,CVIX Index,0.015167375640363634,0.015680412895226592,0.04597470677256732,-0.026979084802359665,0.01748653618067042,0.02614479596696162,0.05685132670521753,-0.0473708585833128,-0.03759328070855483,-0.020778606800299304,895,714,-0.004416207091214375
1504,SPX Index,0.028306084947019805,0.0033487854081863944,-0.01809649972818317,0.02361186657968073,0.006918740411200552,-0.01212388304565959,-0.0029199141665809947,0.005506536428729447,0.004067728957353189,-0.015212960266741682,650,"358,538",-0.009358530403293486
1505,CVIX Index,-0.012182891799477513,0.03709698560791708,0.013685453085253929,0.0,0.0,-0.0009713453896318391,-0.015671231585366208,-0.021956969918695446,-0.004044494896506379,-0.0030441423812281876,"698,119",82,-0.005094254521742947
1506,SPX Index,0.0,0.005341923728714448,-0.0038801118579350202,0.02411398275952603,0.014059064607297778,0.0,0.031118829354946698,-0.0046793147100085974,0.007786737515849573,-0.030469134088503047,1312,329,0.003391364089026183
1507,V2X Index,0.020482677432362095,0.005670929882556575,-0.0661146089435598,-0.021382857342370887,0.044630100626903424,0.031284651508814765,0.015251990002298488,-0.036773155323993834,-0.0500459328210634,0.08014953478773812,495,668,-0.06782344268870455
1508,CVIX Index,0.010550210895152512,-0.027357329211533665,-0.003086422203189443,-0.034594644764498916,-0.008032171697264223,0.004827040748315747,0.0016038495819745702,-0.01615544022228521,-0.009820046180975428,0.0032840752011897845,1606,412,0.003273325344969269
1509,V2X Index,-0.00861391539493317,0.0415180841785352,0.0022261700211174684,0.001381602685398775,0.01565768744303231,-0.03309101478333165,0.019954898220832185,-0.034487527731210665,0.03348544640169182,0.00910220402905182,"67,807",215,-0.024162210340720858
1510,EURUSDV1M Curncy,-0.025520889282123482,0.018295424321081333,0.00072490035794881,0.014388737452099454,-0.0282525129518838,0.03466050924721409,-0.0007099751806924903,-0.004270469123452303,-0.0996705998801477,0.017962216628159444,"530,237",212,0.009245058144051077
1511,MOVE Index,0.0017780178643036493,0.006625320873786755,0.03983269983737614,-0.0005854945270309386,0.0017691158626949033,0.0011958653974435407,0.05689756593724393,-0.011139631314121878,-0.032772358686051106,-0.03389542177301319,"1277,401",420,-0.018309666710115913
1512,V2X Index,-0.05164194574742709,0.0630936134142206,0.10309224611977186,-0.06790299963374125,0.0033657435895246834,0.061153737001201414,-0.004962884072124307,-0.018706574972981116,0.11934480795187552,0.016296103911400017,"1726,131",20,-0.004927726134977828
1513,EURUSD Curncy,-0.002239441971435857,0.0006275494401117437,0.003578461503364952,-0.0037577211614590045,-0.0002689497528426399,0.007859288467260278,-0.0008009611962048052,0.0011567381278237698,-0.0010677107518468898,0.00026703458256500945,309,509,-8.90036047047349e-05
1514,V2X Index,0.11947862060760572,-0.01958702138674706,-0.08986402045334607,0.030332288028943832,0.020470216548030162,-0.08749626303591196,-0.03223285118960195,-0.0003719345032409116,-0.04090006197593121,0.0038327560799853444,1116,"722,243",-0.04999818218376495
1515,V2X Index,0.025122843246426996,0.006181602829706367,-0.07899132229879102,-0.012676304939371441,-0.007605660374967904,0.08188292790216556,0.09054529453432991,0.022431583045420034,-0.06451775473262966,0.1521589407023245,1671,165,-0.020969807916880967
1516,CVIX Index,-0.010171863225396871,-0.0055555189478213585,-0.017032342041523485,-0.017618399877196156,0.0009496597310081345,0.01192561536845771,0.016469780155405234,0.019635252702574935,-0.009292299387283265,0.002419204148899956,1080,618,0.004408472497384963
1517,EURUSD Curncy,0.003004667398493338,-0.00047382137820836667,0.01029438190122589,0.0026545924395771914,-0.005002746304993921,0.002660824859912897,-0.004857421020453612,-0.0054337260125875975,-0.0017387185286040219,0.002291313766664166,933,"304,97",0.0026009866880087606
1518,SX5E Index,0.010477683068512711,-0.001824436885539349,0.018794438207698327,0.00421359751579331,-0.0004785599976750987,0.001759414541043114,0.009556197164075186,-0.0012755831299271492,0.006196710444474007,0.009334350047715212,1014,19,-0.003073309840141647
1519,SX5E Index,0.04598196917727648,-0.01480131079597058,0.034119353713411016,0.0017693540993555246,-0.00517372444221742,-0.025054110256101936,0.003171777929535935,0.0220230111326174,-0.027857697412008164,0.005556423450538972,1036,134,0.011154052091107758
1520,V2X Index,-0.003304815749573642,0.009581500339478133,0.027441888406889436,0.07127307173446074,-0.07506311007199651,-0.06887462668864952,-0.036460276392003,-0.04912876885589146,0.0350127191194427,-0.04745492666200324,264,111,0.052091567190461596
1521,VIX Index,0.07882096042321374,0.008925008533630319,0.08289683879139798,0.013294139660593007,0.0014662759225276822,-0.05341623255821437,0.013814494443188607,0.022608348027592484,0.00446097394062539,-0.11796851279685772,498,492,0.0
1522,CVIX Index,0.03486882565082383,-0.05935984565911978,0.029318060756611697,-0.014551590640310641,0.028894465999715013,-0.027267126340339454,0.008097210232619334,-0.016260520871780537,-0.0032840752011897845,-0.024980482968441686,764,"435,478",0.036427868808792674
1523,VIX Index,0.02718336189737869,0.05291512600208215,-0.01347729294348099,0.0,0.03335866349730976,-0.09780673191897638,-0.018992535827274448,0.02835522575512517,-0.06286727806026882,0.07498000185799025,1550,588,0.08807313607008727
1524,MOVE Index,0.1536522613371165,0.005278268135060493,-0.004358304868706142,0.062273025805372306,0.1692947123121611,-0.04456367479860468,-0.018474498304852816,-0.1391939770591728,0.07905481571151718,0.25569380535985253,1206,238,0.26804315669623247
1525,CVIX Index,0.022000887397759072,0.03594364586051624,0.00570886422032002,0.009442940800282518,0.0009394082419356131,0.0,0.09317388332854293,0.0385953943025803,-0.02922963831493819,-0.003395589001138344,1367,234,-0.04078656430891048
1526,VIX Index,-0.17981214518852884,-0.10119210612064666,0.022213994470881904,0.16536272584858525,-0.10153641921942302,-0.055722534566054804,0.1235951859653932,-0.05347300888129025,0.020849601121623706,0.004411771861663638,1239,"226,335",-0.048093415025932895
1527,SRVIX Index,-0.0006439564907960715,-0.0027091547241377967,-0.001163316876492182,-0.00038807322134992717,-0.005578995982082446,0.00026017952533941013,0.002468335127864485,-0.0029887618895454438,0.0007805386112424983,0.00867487799118205,913,458,0.0030892031260583153
1528,VIX Index,-0.031224659807003174,-0.043052239826553595,-0.005692614993286327,-0.05727035831560556,0.030512102811166564,-0.013281060928989952,-0.03887415276166495,-0.06157423600646528,0.0,0.03443977709565038,239,648,-0.0037095961988917736
1529,SPX Index,-0.008289225321439275,-0.02132589920510597,-0.03236925954849923,-0.04021141628117597,-0.013614262532188448,0.038291286558614246,0.02400724232625162,0.000608570807886899,-0.008427108353349588,-0.030022609851612536,1036,134,0.018127666183109348
1530,SX5E Index,0.009035092682672996,0.022489014203907587,-0.002083347566079752,0.02396811065110782,-0.016847488716594583,0.009795300162129372,-0.016950465455037644,-0.003928445141321291,0.010036983992871562,-0.02534333841193881,605,244,0.028526996906226287
1531,SX5E Index,0.0021147045879335025,0.0010627431789380637,0.006181997099098169,-0.02742829774406985,-0.01688814193464694,-0.013751660955072964,-0.004891262068957403,-0.00790074795724749,0.00759159888759342,0.002883338899815513,1379,257,0.01495730915936555
1532,EURUSDV1M Curncy,0.026550232094120885,-0.042369771039013626,-0.030842845710741695,0.010128641323178478,-0.04276185933808163,0.03809984623227036,-0.00038948393871129916,0.0,-0.0015594545070694021,0.025425098365809973,490,"83,87,584",0.06586894041582059
1533,EURUSDV1M Curncy,0.023442236156826946,0.041748349380386074,0.03106791107597129,-0.03284727097604856,0.031122389133987793,-0.008234066023675268,-0.006548811878905658,0.033594890555717516,0.07031911291616222,0.03147724418249198,571,497,0.008381001438230617
1534,V2X Index,0.0630936134142206,0.10309224611977186,-0.06790299963374125,0.0033657435895246834,0.061153737001201414,-0.004962884072124307,-0.018706574972981116,0.11934480795187552,0.016296103911400017,-0.004927726134977828,"1726,131",20,0.20697407643892873
1535,V2X Index,-0.01250224816213441,0.04434029785827409,0.05672209158027641,0.0032579472400136034,-0.0624088957282094,-0.10355617486997382,0.01799449863671354,-0.015225575907726885,-0.008034198893452693,-0.014523403407280533,1082,124,-0.025519338540311853
1536,SX5E Index,-0.011007516829014463,-0.009084451670085869,0.0012509274493375244,-0.010547933501149132,0.011129227477873371,-0.021258184013026593,-0.0001454452631186598,0.008398107251958109,-0.009348474402774087,0.008897992777308517,"645,647",475,-0.006912160101164133
1537,CVIX Index,0.02643325706815558,-0.008733679968754737,0.017391742711869274,0.01000723147624516,-0.008571481050140939,-0.012996572827180364,0.02724182796322916,-0.02724182796322916,0.022989518224698857,0.01829748444157797,284,"62,404",-0.006997929187644525
1538,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,"199,372",0.0
1539,MOVE Index,0.01558599079618972,-0.05578491986759282,-0.004578497212568422,-0.005327330050338919,-0.012576096357512334,-0.0018882803027104877,-0.009335764991561302,-0.006042616503449061,-0.014274948175330149,-0.017270041193151453,986,51,0.04461391928062097
1540,MOVE Index,0.01576609233867554,-0.010106767669774364,-0.01707497375257816,0.02829843612242744,0.030771658666753687,-0.022989518224698635,0.07568875022554966,0.025343475006018856,-0.012084739215072027,0.011083236877982294,1395,657,-0.011083236877982294
1541,EURUSD Curncy,-0.00206504977876959,-0.00043075598339972765,-0.003020498520815207,0.0016408311466687697,0.001551992034231675,0.003783648851318433,0.003512834011195426,-0.0029122076256415386,-0.0064541336731488985,0.0,"645,647",475,0.008681878575285545
1542,EURUSD Curncy,-0.001908257459801832,0.002714502235399152,0.002999380426299103,7.304335126140371e-05,-0.0028526516071583075,-0.0035956743931676027,-0.0005882785668590018,0.0008087938384350735,7.349428585234907e-05,0.0014687525589623385,"1159,1502,1742",28,-0.0021303956634159404
1543,MOVE Index,-0.058796133466436196,-0.07410797215372167,-0.03922071315328157,0.037547072595251585,-0.001676446327252279,-0.035870626267999306,0.0017376198985408209,0.015504186535965303,0.04348511193973881,-0.009868501140753771,429,4,-0.018349138668196652
1544,EURUSDV1M Curncy,-0.045870454066097244,-0.04914737081727383,-0.01620781022685347,-0.0005448106917649298,0.010300985637129667,-0.037366984689356064,-0.003365118150313595,0.03369553794694702,-0.016982056973206205,-0.00887908164113016,357,"356,456",-0.015730661454836037
1545,EURUSD Curncy,0.006512297555391289,0.00407599370628825,0.0012340751448223775,-7.255051332671902e-05,-0.00029025470053584135,0.00036280521386256037,0.0015223461564892182,0.0010136114392297335,0.0005787455851334333,-0.0010854228787350872,141,171,0.0004343105388572299
1546,V2X Index,-0.06702262203592957,-0.021908232394370675,-0.036490761307515385,-0.14279198672929283,0.058383674348929215,0.1263268414165295,0.0772610491430763,-0.06137396932627848,0.14033326421118275,-0.12450456967324763,851,472,0.22957480262040564
1547,SPX Index,-0.0026294963926014603,0.0012749493588080085,0.006519786005639183,-0.0007505615129561605,0.0,0.0020540443802277153,-0.00038433157526274186,0.009800287295721688,-0.00036930504445020773,0.008157583185788297,"1505,1575",217,-0.0020265423397498594
1548,CVIX Index,0.012142386825725549,-0.03419886102825043,0.013292176208936635,-0.004411123164976161,-0.02870152171249929,-0.003646312153020137,-0.018433701688838067,-0.01028527066017304,0.0,0.014925650216675468,"78,806","328,695",0.020165669594594426
1549,MOVE Index,0.019591009477170296,0.043991569281534026,-0.03783770370715622,-0.007036088834069254,0.02871010588243106,-0.026946436994934153,0.001760563835032869,0.002635047638005261,0.01911439602331555,-0.03058342337208053,512,714,-0.07076907088820761
1550,V2X Index,-0.018706574972981116,0.11934480795187552,0.016296103911400017,-0.004927726134977828,0.20697407643892873,0.09182487480524992,-0.21784172169970217,-0.006624742262302696,-0.12426910562561622,-0.02490495675665949,"515,1003","304,97",-0.03833298049249967
1551,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043,179,0.0
1552,SPX Index,-0.006594511405362269,0.006187079566869258,0.0034819816953204352,0.010693897866445035,0.0020476545871304097,0.0006929395178048026,-0.001202760377800871,0.009218089827972342,-0.002306697186399198,-0.0003511923692274266,1043,709,0.010088027404093758
1553,SPX Index,-0.003642235986196063,0.008095716274423737,0.00494917149427998,-0.001264124540436562,0.00014978239973828522,0.002482009484745973,0.0,-0.0007860417117511176,-0.0027227046439559643,-0.003197956035316807,294,195,-0.0013043625524060687
1554,SX5E Index,-0.006971016909268712,0.007559159376317126,-0.00394750931159038,0.01069795001812679,-0.002517395133095235,-0.0018673585290578387,0.02041981785546909,-0.0006756098610178896,-0.002439890471961803,0.0069784859839412405,309,492,-0.002629875851791752
1555,CVIX Index,-0.02912258918388222,-0.014109425224232197,0.008535731112341072,0.02208191932465997,-0.009590580599517118,-0.029411276676793108,-0.03579580784339065,-0.03198073991727002,0.008889989064726933,0.047179049024267616,488,164,-0.013444553592569353
1556,SX5E Index,0.0008553063791225668,0.001128406946270033,-0.018308698131926704,-0.009677059073489147,-0.009568548566043944,-0.001961366132115394,0.012096235388187715,0.00935968327332759,-0.009946115919914789,-0.008236233611460086,467,565,0.0035222470811300255
1557,VIX Index,-0.045018217146883366,0.05328956289756093,-0.011599135843352038,-0.007528266420791407,-0.037643452225929686,-0.053728230008161404,-0.06853299564532156,0.0,0.05650138359292223,-0.014064929467403342,1324,436,0.024254920373153244
1558,EURUSDV1M Curncy,0.002382371585406773,0.044503490276204705,-0.001138628076333248,0.2764399648628384,0.05648609648084246,0.017807026571390328,0.017495476075723992,0.011950382203431253,0.005244257915900441,0.003287886145332486,653,594,0.04326735129890835
1559,SPX Index,-0.0008943169552093622,-0.0029751613655877307,0.002891278131000874,-0.005284824422942869,0.003528652006667521,0.008465526199141316,-0.01133380148608154,-0.0012086801561421723,-0.0010975096078436053,0.005755532761662074,1080,618,0.006571215040463763
1560,VIX Index,-0.055722534566054804,0.1235951859653932,-0.05347300888129025,0.020849601121623706,0.004411771861663638,-0.048093415025932895,-0.011614532420693102,0.04864180722234579,-0.007446050784078562,0.13800567301944344,473,395,0.035181114630169485
1561,SRVIX Index,-0.004105870496514896,0.008525767194666578,0.0029724247128797288,-0.002200947295435185,-0.004637817500298347,-0.024424247939301758,0.0038487708818504274,0.004509082152261534,-0.0007876231068211226,-0.005078157953369633,411,658,0.002147257422195459
1562,V2X Index,0.015546721442857958,-0.013550349626618274,-0.039522389753307685,0.025445438291461286,-0.019595416370614682,0.07319277571584859,-0.04075819437424144,0.035031787313939855,-0.01594672735605851,0.01221535237149629,938,90,-0.04637467332491907
1563,CVIX Index,0.0,0.0,0.0240011520995429,-0.009265453445790328,-0.024227295335323973,0.02555619918537788,-0.008000042667076102,0.0,-0.03127379274710096,0.0,"546,1746",475,-0.051002554452372895
1564,EURUSDV1M Curncy,0.02333157398312191,0.001336005542742491,0.01622283550688719,-0.07251772533038703,0.06526653996584764,-0.036723008024307946,-0.02080518871836845,-0.022679923221370357,-0.08447305677485062,-0.000780335583881131,1527,475,0.007776088949908111
1565,SPX Index,-0.0032355197885935993,-0.0008282469992488828,0.001983661548850435,-0.0004582789284945932,0.0,-0.0010589429458702782,0.000790584626270352,0.001832348152224661,-0.005196657936668458,0.0,571,497,0.008269096661867259
1566,SRVIX Index,-0.0003330927694156216,0.01641096360353167,0.008159758051989208,-0.015065787143718978,0.013113508866377188,0.002710469486150835,0.00712053930965606,0.003219923357278276,-0.0009648888446269765,0.01066904391006318,1082,124,0.01673282923631092
1567,SRVIX Index,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,111,0.0
1568,CVIX Index,0.0,0.0,-0.0009713453896318391,-0.015671231585366208,-0.021956969918695446,-0.004044494896506379,-0.0030441423812281876,-0.005094254521742947,0.0020408170348527044,-0.00818837737935807,1039,82,-0.016580690733050574
1569,EURUSD Curncy,0.004137302867584791,-0.002066511775941249,-0.00030651341236143104,-0.002916572794298855,-0.0003075030774538079,7.688463464367024e-05,0.001766717055149969,0.004212144845355481,0.005563402681697027,0.0025048402029765326,1296,325,-0.0092152512306522
1570,EURUSD Curncy,-0.0013135022170489563,-0.001392650128372308,-0.001084514785978874,0.0028636682237658806,0.0018531392840899774,-0.0023942857547192276,0.002548559127441119,-0.0010804137491776111,-0.0021643356983957474,-0.007300436275851224,1107,255,0.00023381785695547608
1571,CVIX Index,0.027123711999143207,0.008880176756858926,0.07291444514013312,0.044650273737739,-0.023863262273295494,0.028220567642251115,-0.018429657207633898,0.004418920138035798,-0.04417121831313775,0.08053886248401243,"1413,1598",330,-0.04789770538641225
1572,SRVIX Index,0.017907585420483763,-0.0024433597229016613,-0.0028953249624681376,0.006558129434898419,0.006185131270949995,0.006475355995922527,-0.001971091308344164,0.0009860313042118207,-0.0006572461623388648,-0.0010963711217728545,850,180,0.0020820784465325204
1573,EURUSD Curncy,0.00499076821487128,0.0022101491637828014,0.0011032454920613666,-0.000367613274978959,0.009241110642438974,0.004180684086107209,0.01387034755946133,-0.0018801205233891227,-0.0031414108318456174,0.008058061329762292,1206,238,0.006222795438269174
1574,EURUSD Curncy,-0.00827571745658251,0.005362690011718685,-0.000694830489322118,0.0024991335464770725,-0.0007629617155263113,-0.0029880846387771998,0.009006573283987074,0.00041373604231059735,-0.005807939993433986,-0.000763067568502529,1511,60,-0.00815250308445259
1575,SX5E Index,0.0024852705812588027,-0.007180511125591593,0.007226926684095858,0.0009521485364007987,-0.01213178178846519,-0.0059697520949519856,0.015656377322628146,0.005489916407221074,0.0032966555646218865,-0.004234890694366555,236,171,-0.014669766422402475
1576,EURUSDV1M Curncy,-0.02726488356180612,0.005888604932501096,0.04185480997284552,0.006286504762820666,-0.014427662346520709,0.004531045359600583,-0.008626614224337636,0.0011393415838840681,0.005224316254964112,0.0009057971633810169,1709,152,-0.0009057971633810169
1577,EURUSD Curncy,-0.004201402127860354,0.007239789394950347,-0.007715252131025752,0.002917135137410931,-0.0051616523184419005,0.010498961884262581,0.0013467108627511215,-0.0009425071385737449,0.010652296485678336,-0.0028028046376372684,199,481,0.0
1578,V2X Index,0.06575680073203172,-0.05164194574742709,0.0630936134142206,0.10309224611977186,-0.06790299963374125,0.0033657435895246834,0.061153737001201414,-0.004962884072124307,-0.018706574972981116,0.11934480795187552,"1726,131",294,0.016296103911400017
1579,MOVE Index,0.03172771085458681,-0.0686676153448742,-0.009100517830535892,-0.012739025777428914,-0.02597548640326064,0.007283353391107639,-0.008014614849654045,-0.01399654525169769,-0.037797394208216595,0.02960367983790757,1523,503,-0.009015838681620814
1580,EURUSDV1M Curncy,0.016807118316381153,0.008298802814695083,0.0,-0.01666705248521172,-0.042925044717033733,-0.017699577099401065,-0.008968669982760469,0.039740328649514156,-0.04425500900404056,0.0,1043,81,0.017937700686667224
1581,CVIX Index,-0.029411276676793108,-0.03579580784339065,-0.03198073991727002,0.008889989064726933,0.047179049024267616,-0.013444553592569353,-0.001703621633411867,-0.02780278381634238,0.005497759982334927,0.024864491795319132,1417,529,-0.031117656522969384
1582,MOVE Index,-0.01954459607297032,-0.03344793406754043,0.0,0.04000533461369926,-0.02783479899344332,0.0,0.04853411500659366,-0.014184634991956102,-0.019672765598705233,-0.0323042894992458,236,171,-0.027741029946538376
1583,VIX Index,-0.10244287766175253,0.0,-0.052122481831410994,-0.07759168374863856,-0.030491554466160142,-0.05265622294743855,-0.05764562456822242,0.07932799650553113,-0.012470185576868964,-0.08088765913910034,1683,414,0.03597510245827751
1584,V2X Index,0.013616514464662721,-0.04093098540815143,0.08829365752226481,0.14059185165774624,-0.051780700334639995,-0.03798433267782064,0.009993030481845633,-0.04793112273071687,-0.03666071440631313,-0.018449736428138408,673,586,-0.039410940299970054
1585,SX5E Index,-0.003249311185170356,-0.000409448687426206,-0.00016556940663825515,0.009054336899957605,0.006856730367346131,0.002966213346798696,0.009264304173882465,0.0009936794902980495,-0.004572887709352713,-0.0011968678663016874,"1126,1471",96,-0.003983791458010089
1586,SRVIX Index,0.0030223339735409027,0.002901787750461793,-0.0030135633052648103,0.004906343472873331,-0.003900812970853984,-0.001676446327252279,-0.00515869709691863,-0.006542606530633321,-0.0003395777948762557,0.004743627598484679,"78,806","328,695",-0.004970076874814211
1587,MOVE Index,0.004540302918782935,-0.009101314246345638,0.009101314246345638,-0.002267574667780714,0.00791411705599021,-0.02855705190874236,0.018370206601749928,-0.018370206601749928,-0.011655143591748462,-0.018935477002203882,1192,548,0.07257069283483553
1588,MOVE Index,0.024570226792796745,-0.005471107635392158,-0.017677280349756685,-0.009896985832730465,0.017434635779140173,0.005906917932643196,-0.008195202865433515,0.0015803595140608806,0.08941841184377619,-0.037886374617051466,1269,624,0.002749135852725182
1589,VIX Index,0.04359449719471531,0.15473646860858103,-0.04601818393870882,0.0,0.13182832438936032,-0.06632448565631588,-0.043668910129844196,0.04573431533912098,-0.04573431533912098,-0.01669730262360858,782,300,0.010921113278556938
